word,Pred. Tag
هزار,NS
تومن,N
میتونید,ADJ
۲,NUM
الی,PREP
۱۰,NUM
ثانت,N
افزایش,NE
بدید,NE
کاملا,ADV
قانونی,ADJ
بهداشتیه,N
.,PUNC
.,PUNC
جهت,NE
خرید,NE
استوریمو,N
نگا,VS
کنید,V
پیامک,ADJE
کن,ADJE
۱۰۳۵۱۰,ADJ
با,PREP
کد,NE
محصول,NE
۲۰۲۷,N
۱۰۰,NUM
پوکویو,N
بهترین,ADJ
کارتون,NE
کودک,N
دهه,NE
۹۰,NUM
(,PUNC
دانلود,NE
تمام,DET
قسمت ها,N
),PUNC
کارتون,N
انیمشن,NE
باحال,ADJ
ماشا,NE
میشا,N
(,PUNC
دانلود,NE
تمام,DET
قسمت ها,N
),PUNC
کارتون,N
مهندسین,NE
دوبله,NE
فارسی,ADJ
(,PUNC
دانلود,NE
تمام,DET
قسمت ها,N
),PUNC
مهمترین,ADJ
مشکل,NE
خود,PRO
جمهوری,NE
اسلامیست,N
بعد,PREP
از,PREP
رفتن,NE
جمهوری,NE
اسلامی,ADJE
مشکلات,N
به,PREP
خودی,NE
خود,PRO
حل,VS
خواهد,VS
شد,VS
یکی,ADJS
دیگه,ADV
میدزده,NE
مردم,NE
بدبخت,N
باید,ADV
جورشو,NE
بکشن,N
درود,N
وسپاس,N
چقدر,ADV
خندیدم,NE
پشمام,N
چقد,ADJ
کیری,N
شده,ADJ
مملکت,N
خب,NS
نمردمو,N
یه,DET
تیزر,NE
خفن,ADJ
دیدم,ADJ
مرتیکه,NE
الدنگ,ADJ
دروغگوی,NE
نون,N
به,PREP
نرخ,NE
روز,NE
خور,ADJ
.,PUNC
اون,DET
رایها,N
رو,POSTP
باید,ADV
میریختیم,NE
تو,PRO
چاه,NE
فاضلاب,N
نه,CONJ
به,PREP
تو,PRO
میدادیم,N
.,PUNC
نفهم,N
.,PUNC
کمتر,ADJ
دروغ,N
بگو,V
پس ,ADJS
جام,ADJ
این,DET
جام,N
حذفی,N
چیشد,ADJ
!,PUNC
؟,PUNC
چرا,ADV
همش,ADV
تو,PREP
تلویزیون,N
اعلام,VS
میکنن,V
دربی,ADJ
نود,ADJ
!,PUNC
؟,PUNC
پیگیری,VS
کنید,V
زودتر,ADJ
دزفول,NE
علی,NS
کله,N
فقط,ADV
یه,DET
آتش,NS
بازی,NE
کوچولو بود,N
چیزی,N
ن بود,ADJ
که,CONJ
هر,DET
کاری,N
دوس داری,N
انجام,VS
بده,ADJ
الکی,ADJ
میگه,ADJ
کلفت,NS
دارم,N
دایرکت,N
باید,ADV
پنالتی,ADJ
وریا,NE
میزد,ADJ
.,PUNC
استرا,N
هم,CONJ
بعد,ADV
نیست,N
سلام,N
،,PUNC
لطفا,ADV
کنید,V
از,PREP
پیج,NE
منم,PRO
دیدن,VS
کنید,V
خودش,PRO
اونی,PRO
که,CONJ
تخمش,NE
انداخته,NE
نجسه,NE
حرام,NS
زاده,N
حیوان,N
به,PREP
این,DET
قشنگی,N
به,PREP
این,DET
دوست داشتنی,ADJ
کجاش,NE
نجسه,NE
عالی,ADJ
حتما,ADV
یکی,PRO
از,PREP
آقازادهاست,NE
جماعت,NE
مفت,N
خور,NE
الهی,ADJ
برمیگرده,N
پشت,PREP
سرشو,N
نگا,NE
میکنهب,NE
زنه,N
بازی,NE
ن بود,ADJ
که,CONJ
الکلاسیکو بود,NE
لامصب,N
بخدا,N
همه,DET
چیز,N
از,PREP
قبل,ADV
هماهنگ,NE
شده,ADJ
به,PREP
توافق,NE
میرسن,N
این,DET
متن,N
رو,POSTP
به,PREP
یاد,NE
داشته,VS
باشید,ADJ
از,PREP
قدیم,NS
گفتن,N
تا,PREP
لخظه,N
اخر,ADJ
تکذیب,NE
کن,N
بعد,PREP
یهو,ADV
اوکی,NS
کن,ADJ
دق,NS
مرگ,NS
شدن,NE
بیچاره,ADJE
هوادارشون,N
ای,ADJ
دهنتو,NE
سرویس,NE
نصف,NE
شبی,NS
پشم,NE
ریزون,N
را,POSTP
انداختیم,N
ولی,CONJ
سادگی,N
خیلی,ADV
خوبه,ADJ
،,PUNC
هر,DET
کسی,PRO
نون,N
قلبشو,VS
میخوره,V
عادل,NE
جون,N
کجایی,N
؟,PUNC
دقیقا,ADV
کجای,N
؟,PUNC
اوخ,NE
اوخ,NE
مدرسه,N
باشه,ADJ
ولی,CONJ
شلوغ,ADJ
کاریاشم,N
باشه,V
اونوقت,ADJ
شاید,ADV
دیگه,ADJ
نگم,ADJ
گندترین,N
جای,NE
دنیاس,N
.,PUNC
ای,INTER
جانم,INTER
لَذَت,NE
بخش,ADJ
؟,PUNC
ریدم,N
تو,PREP
اون,DET
لهجه,NE
ت,N
از,PREP
بچگی,N
دلقک,ADJ
 بودی,ADJ
لایک,NE
_,N
لطفا,ADV
به,PREP
پیج,NE
ما,PRO
سر,VS
بزنید,V
.,PUNC
خبرای,NE
خوب,ADJ
برای,PREP
همه,PRO
هم,ADV
محلی های,NE
عزیزمون,NE
تهرانسر,N
از,PREP
اون,DET
چندش,NE
تر,ADJE
خود,PRO
سحر,NE
قریشی,N
که,CONJ
سه,NS
ماه,N
بدون,PREP
اجازه,NE
شوهرش,N
خونه,NS
نیومده,N
 بود,ADJ
از,PREP
کی,ADV
کثافت,N
؟,PUNC
تورم,N
چند,ADJ
برابر,N
شده,ADJ
بی همه چیز,NE
مافیای,NE
فوتبالی,ADJ
همین,ADJ
که,CONJ
بغل ات,NE
نشسته,ADJ
سمت,NE
چپ,N
ئهگهر,N
بۆ,N
مزایهده,N
گهوادی,N
نهبیت,NE
سیروان,N
بابانی,NE
گهواد,NE
چی,ADV
ئهکات,NE
لهوی,N
به,PREP
چی,ADV
ناونیشانیک,N
چووه,N
دهنت,NE
سرویس,NE
سکته,NS
کردم,NE
عزیزم,ADJ
از,PREP
کی,ADV
تا,PREP
بسیجی,NE
ویژه,ADJ
سیاست,N
پدر,N
مادر,N
نمی شناسه,N
.,PUNC
اقای,NE
روحانی,N
هیچ,DET
غلطی,N
نمیتونی,ADJS
بکنی,ADJ
پدر,N
سگ,NE
حروم,NS
زاده,N
.,PUNC
چی,ADV
شد,VS
جام,NS
زهر,N
رو,POSTP
کوفت,NS
مردی,N
.,PUNC
ترامپ,NE
عمرا,N
با,PREP
تو,PREP
حروم,NS
زاده,N
حرف,NE
بزنه,N
چه,DET
خبره,N
یهو,ADV
همه,DET
ریختن,N
به,PREP
هم,ADV
همه,DET
شدن,N
دایه,NE
عزیز,ADJ
تر,ADJ
از,PREP
مادر,NE
این,DET
دوستان,N
!,PUNC
؟,PUNC
یاد,NE
بعضی,DET
طرف,N
دارای,NE
فوتبال,NE
افتادم,N
!,PUNC
۲,NUM
سر,NS
پسره,N
از,PREP
زمین,N
فاصله,N
داره,ADJ
خدا,N
بزرگه,ADJ
.,PUNC
خدایا,INTER
شکرت,N
چه,DET
لباسی,N
،,PUNC
چه,DET
هیکلی,N
،,PUNC
آفرین,N
همیشه,ADV
زنده,ADJS
ایی,N
حیف,NS
_,N
همش,N
یک,DET
مشت,N
گاغذ,ADJS
پاره,ADJ
است,V
برای,PREP
حکومت,NE
دزدان,N
اختلاس,ADJS
گران,ADJ
حس,NE
زندگی,N
درایران,NE
عالی,ADJ
 بود,V
گل,ADJ
کی,ADV
دوس,NS
داره,ADJ
یه,DET
گل,NS
فروشی,NE
آنلاین,ADJ
توی,PREP
گوشیش,N
داشته,VS
باشه,V
آنلاین,ADJ
سفارشتو,ADJ
بده,ADJ
وتو,ADJ
لوکیشن,NE
خودت,PRO
گلتورایگان,N
تحویل,NE
بگیر,ADJ
باسفارش,ADJE
ازگل,N
همیشه,ADV
ازپکیج های,N
افرگل,N
مااستفاده,VS
کنید,V
جهت,NE
ثبت,NE
سفارش,N
اطلاع,N
از,PREP
قیمت,N
به,PREP
دایرکت,N
مراجعه,VS
کنید,V
یا,CONJ
با,PREP
شماره,NE
زیر,ADJ
در,PREP
ارتباط,N
باشید,V
۹۲۱۶۶۵۱۰۷۳,ADJ
.,PUNC
_,N
.,PUNC
هردوش,NE
مهمه,ADJ
لعنتی,ADV
یک,DET
سالم,ADJ
وقت,ADJ
کم,ADJ
دارن,NE
اموالشون,N
رو,POSTP
فاکتور,NE
کنن,ADJ
چه,DET
چرت,NE
پرت,NE
تمیزی,NE
تو,PRO
رو,POSTP
خدا,N
ببین,V
مملکت,N
چی,ADV
بروزش,NE
اوردن,N
افتخار,NE
شهربابل,N
سرباز,NS
بدبخت,N
بگو,ADJ
تو,PREP
چیکارت,N
به,PREP
این,DET
فضولیها,N
.,PUNC
افرین,N
به,PREP
زنان,N
همسایه,N
سیدنا,N
الحسن,NE
بانظر,NE
اقاسیدعلی,NE
موافقم,N
،,PUNC
بااینحال,NE
کتاب,N
کم,NS
نظیری,N
 بود,ADJ
از,PREP
گفتارش,NE
پیداس,N
که,CONJ
کاسه ای,NE
زیر,NS
نیم,NS
کاسه,N
هست,VS
شاید,ADV
.,PUNC
باید,ADV
ببینیم,ADJ
چی,ADV
میشه,V
اوف,N
وای,N
خدایا,INTER
عجوبه,ADJ
چقدر,ADV
دوس,NS
دارم,NE
ببینمش,N
زود,ADV
مم,N
فقط,ADV
صبا,NE
کمالی,N
،,PUNC
انسانیتش,N
از,PREP
این,DET
دوزاری ها,N
خیلی,ADV
بیشتره,N
خب,ADJS
ماهم,NE
ایران,N
ن بودیم,NE
دلمون,N
واسه,PREP
ایران,N
تنگ,N
میشد,V
دوستش,ADJ
داشتیم,ADJ
بسیجی,ADJ
دیگه,ADJ
.,PUNC
هر,DET
شر,NE
نمیفهمه,N
خب,CONJ
درست,ADV
گفته,NE
بلاخره,NS
عمه,N
جان,NS
الیزابت,N
هم,ADV
مقابل,PREP
نظام,N
موضع,NS
گرفت,ADJ
این,ADJ
بسیجیها,N
کجا,ADV
زادولد,VS
میکنن,V
ماشاالله,ADJE
همجا,ADJ
هستن,ADJ
جمعیتشان,ADJ
توایران,ADJ
۸۲,NUM
میلیون,N
نفرشده,NS
مرگ,N
بر,PREP
آمیزش,N
پرورش,NE
ایران,N
ایشون,N
اهل,NE
برره,N
هستن,ADJ
از,PREP
افعال,NS
معکوس,N
استفاده,VS
میکنن,V
.,PUNC
#,H1
ولایت_فقیه_همان_ولایت_رسول_الله_است,H2
رفته,ADV
واسه,PREP
ترامپ,NE
ساک,N
بزنه,ADJ
.,PUNC
_,N
نه,CONJ
دادش,N
دلیلش,N
این,ADJ
نیست,V
دلیلش,N
اینکه,PRO
ما,PRO
توی,PREP
موضعه,N
ضعف,NE
قعطنامه,N
رو,POSTP
قبول,VS
کردیم,V
وبعد,ADJ
نفت,NE
شهرما,N
تااخر,NS
دست,NS
عراق بود,NE
دروافع,NE
ما,PRO
جنگ,N
رو,POSTP
باختیم,NE
اره,N
عریزم,NE
باختیم,NE
فتحی,NE
برو,NE
بمیر,ADJ
تا,PREP
مرگ,NE
میر,ADJS
ارزونه,ADJ
.,PUNC
خدا,N
لعنتت,NE
کنه,ADJ
با,PREP
مربی,N
که,CONJ
اوردی,NE
ازکنارش,NE
خوردی,ADJ
معیار,ADJ
شباهت,ADJ
زیاد,ADJ
رنگه,ADJ
؟,PUNC
به,PREP
روز ترین,NE
کلیپ های,NE
فان,NE
ایران,N
جهان,N
رو,POSTP
با,PREP
ما,PRO
دنبال,VS
کنید,V
.,PUNC
فقط,ADV
بخندید,N
شاد,ADJ
باشید,V
.,PUNC
تازه,ADV
شروع,N
به,PREP
کار,VS
کردیم,ADJ
.,PUNC
لطفا,ADV
حمایت,VS
کنید,V
عکس,NE
هنرمندان,N
لطفا,ADV
فالو,N
ریدم,N
وسط,PREP
فرق,NS
سرش,N
اخه,ADJ
این,DET
حرفاش,N
خیلی,ADV
مهمه,ADJ
خیلی,ADV
با,PREP
اهمیته,N
که,CONJ
میزارینش,NE
اولی,ADJ
از,PREP
همه,DET
خوشگلتره,N
،,PUNC
دوستان,N
مطالب,NE
انگیزشی,NS
دوست,N
دارید,V
پیج,NE
من,PRO
رو,POSTP
ببینید,NE
من,PRO
ازتوکل,NS
کردن,NE
هنوزنتیجه,N
نگرفتم,NE
امابازم,NE
توکل,N
به,PREP
خدا,N
توی,PREP
شاشو,N
اندازه,ADJS
شجاع,ADJ
هستی,N
 خانم,NS
بازی,N
چیه,ADV
ناموسن,N
__,NS
قشنگترین,NE
پست,NE
قرن,N
با,PREP
اختلاف,NE
همین,ADJ
 بود,N
فقط,ADV
بلدی,NE
دعوا,NS
کنی,NE
بازیت,ADJ
که,CONJ
تو,PREP
دیواره,N
.,PUNC
دفه,NE
بعدی,ADJ
یکی,NUM
میزنه,N
در,PREP
کیونت,NE
دیگه,ADJ
گنده,ADJ
گوزیو,N
دعوا,NE
نکنی,ADJ
لیاقت,NE
این,DET
مردم,N
همین,ADJ
آخوند,N
هاست,VS
.,PUNC
چه,DET
دروغی,NE
من,PRO
که,CONJ
یه,DET
جوان,N
۲۵,ADJ
ساله,ADJ
هستم,ADJ
ورزشکار,ADJ
کنگ,ADJ
فو,ADJ
توا,ADJ
کار,VS
میکنم,V
۷,ADJ
بار,ADJ
هم,ADV
فقط,ADV
اربعین,N
رفتم,NE
میتونم,N
قسم,N
بخورم,NE
۲۰,ADJ
ساعته,ADJ
نمیشه,NE
رفت,NS
بعدشم,NE
شما,PRO
توی,PREP
گوگل,NE
ارت,NE
بزنی,ADJ
از,PREP
حرم,NE
امام,NS
علی,N
تا,PREP
حرم,NE
حضرت,NE
عباس,N
۱۱۰,NUM
کیلومترهست,NE
شما,PRO
خیلی,ADV
سخاوتمند,NE
هستین,ADJ
که,CONJ
اموزه,NE
هاتونو,NE
رایگان,ADJ
به,PREP
ما,PRO
میبخشین,N
.,PUNC
مهرتون,ADJ
روزافزونسپاس,NE
بیکران,ADJ
یه,DET
سوال,N
داشتم,N
هر,ADJ
سگ,NE
عمرش,NE
چقدره,ADJ
به,PREP
امیدداشتن,NE
ایرانی,ADJ
آزاد,ADJ
ورها,N
از,PREP
ظلم,NE
فساد,N
.,PUNC
زنده,NS
وپاینده,N
باشی,V
هموطن,NE
غیور,ADJ
.,PUNC
انشاءالله,NE
برادرتون,N
هم,CONJ
زودتر,ADV
سلامتیشون,N
رو,POSTP
بدست,VS
بیارندوسربلندوسعادتمند,N
باشند,ADJ
ایشالا,ADJ
بعد,ADV
از,PREP
محرم,NE
سفر,N
با,PREP
این,DET
آهنگ,NE
میترکونیم,N
با,PREP
تو,PRO
در,PREP
میان,NS
بزارن,N
؟,PUNC
بی همه,NE
چیزا,N
این,DET
نونیه,N
که,CONJ
شما,PRO
بی اصالت ها,NE
پدرای,NE
شما,PRO
گذاشته,N
تو,PREP
دامن,NE
مردم,N
چهار,ADJ
تا,PREP
هم,NS
نمیدونن,N
به,PREP
حکومت,N
گیر,ADJ
میدن,NE
همه,ADJ
اینا,PRO
گردن,NE
شماست,PRO
به,PREP
قول,N
شیرفرهاد,N
:,PUNC
این,DET
یعنی,N
چه,ADV
؟,PUNC
روحانی,N
میگه,ADJ
اگه,CONJ
تحریما,N
رو,POSTP
بردارن,N
با,PREP
ترامپ,N
مذاکره,NS
میکنم,ADJ
،,PUNC
اما,CONJ
خامنه ای,ADJ
میگه,ADJ
به,PREP
هیچ,DET
عنوان,N
مذاکره,NE
نمی کنیم,ADJ
.,PUNC
!,PUNC
پس,CONJ
دو,DET
بار,NE
مبارکش,N
باشه,V
عاشقین,ADJS
دیگه,ADJ
مگه,ADV
نیستین,N
؟,PUNC
خدا,N
حفظتون,VS
کنه,ADJ
از,PREP
چشم,N
بد,N
مرغه,N
اون,ADJ
وسط,PREP
چی,N
میگه,ADJ
توجه,PREP
انواع,NE
دعا,N
طلسم,NE
صبی,N
،,PUNC
یهودی,N
،,PUNC
اسلامی,ADJ
،,PUNC
کلیمی,N
استاد,N
متافیزیک,NE
علوم,NS
غایب,NE
طلسم,NE
احضار,NE
عشق,N
گشایش,NE
بخت,ADJ
،,PUNC
رزق,NE
روزی,N
سرکتاب,NE
انواع,NE
فال,N
قهوه,NE
پاسور,N
فقط,ADV
در,PREP
پیج,NE
زیر,ADJ
.,PUNC
.,PUNC
.,PUNC
شماره,NE
جهت,NE
ارتباط,N
در,PREP
واتس,NS
آپ,N
۳۷۲۵۳۶۷۸۱۱۰,N
خیلی,ADV
خوشکلی,N
صددر,ADJS
صد,ADJS
یکی,PRO
از,PREP
همسایه ها,NE
بچه,N
رو,POSTP
دزدیده,N
تو,PREP
این,DET
تایم,N
کم,ADV
.,PUNC
خب,NS
میره,N
پیش,NS
خانواده,NE
موادو,NS
میگیره,ADJE
میاره,ADJ
هم,CONJ
میزنه,ADJ
خیلی,ADV
کار,NE
سختیه,N
؟,PUNC
اولا,ADV
که,CONJ
کلا,ADV
حادثه,NE
دختره,NE
آبی,ADJ
دروغه,ADJ
دوما,NE
لازم,ADJ
نکرده,ADJS
شما,PRO
بخاطر,PREP
ما,PRO
سینه,N
چاک,VS
کنید,V
.,PUNC
اینقدر,ADV
بی تربیت,NE
وحشی,ADJ
هستید,ADJ
که,CONJ
توی,PREP
ورزشگاه,N
به,PREP
خودتون,PRO
هم,ADV
رحم,NE
نمی کنید,N
چه,DET
برسه,N
به,PREP
ما,PRO
.,PUNC
شما,PRO
اگه,CONJ
راست,ADV
میگید,NE
خواهر,N
مادرتون,N
را,POSTP
ببرید,NE
ورزشگاه,NE
یکمی,NE
فحش,ADJ
سنگ,NE
بخورن,N
بعد,PREP
به,PREP
ما,PRO
بگید,NE
بیایید,ADJ
ورزشگاه,N
!,PUNC
خاک,N
توی,PREP
سر,NE
بی غیرت,NE
همتون,ADJ
!,PUNC
مرگ,N
بر,PREP
آمریکا,N
مرگ,N
بر,PREP
آل,ADJ
سعود,NE
مرگ,N
بر,PREP
اسرائیل,NS
مرگ,N
بر,PREP
منافق,N
یعنی,N
اونجا,PRO
چند,ADJ
تا,PREP
معلم,N
ن بوده,VS
فیش,NE
حقوقی,ADJ
رو,POSTP
بهش,PREP
نشون,NS
بدن,N
اتفاقا,ADV
خیلی,ADV
بهتر,ADJ
از,PREP
ادمای,NE
امروزی,N
به,PREP
حاشیه,NE
رفتن,N
تخصص,N
شیخاست,N
.,PUNC
بگو,VS
میخوام,VS
برم,ADJE
امریکا,ADJE
شایدم,ADJ
دیداری,N
با,PREP
ترامپ,N
داشته,VS
باشم,ADJ
.,PUNC
کس,PRO
پرت,N
چرا,ADV
تف,NE
میدی,ADJ
؟,PUNC
بیسوادباش,N
ولی,CONJ
آقازاده,NE
باش,N
برات,PREP
مدرک,N
دکتراسه,N
سوته,NE
ردیف,NS
میکنن,V
ده,ADJS
سالتم,ADJ
که,CONJ
باشه,ADJ
میگن,ADJ
نابغه,ADJ
 بوده,V
جهشی,ADJ
خونده,ADJ
یه,DET
پست,N
وزیری,ADJ
سفیری,NE
نماینده ای,ADJ
چیزی,N
بهت,PREP
میدن,NE
دوماه,ADJ
بعدشم,NE
اختلاس,N
سلام,N
کانادا,N
خدا,N
خفتون,VS
کنه,NS
نیازی,N
به,PREP
یاد بود,N
ن بود,V
همینکه,ADJ
نمیرفتید,ADJ
بزرگترین,ADJ
حمایت بود,NE
بی غیرتای,N
تاریخ,NE
این,ADJ
از,PREP
ترکهای,NE
پارس,NS
آباد,N
مغان,N
نیست,V
احیانا,ADJ
فقط,ADV
تا,PREP
تهش,NE
درس,NE
نخونین,N
که,CONJ
همش,NS
الکیه,N
به,PREP
تو,PRO
چه,DET
پشمک,N
سلام,N
خوبی,ADJ
عزیزم,ADJ
ناصرم,N
افتخار,NE
آشنایی,N
با,PREP
شما,PRO
رو,POSTP
دارم,N
افتخار,NE
میدی,ADJE
درخدمتم,ADJ
زنگ,ADJ
بزن,V
۹۰۱۳۵۴۶۳۳۰,ADJ
فشار,VS
ن بود,V
مذاکره,VS
نمیکردین,V
#,H1
_______________,H2
بهترین,ADJ
روایت,NE
تصویرب,N
حس,NE
مدرسه,N
رفتن,N
اقای,NE
روحانی,NE
شما,PRO
که,CONJ
میدانستی,NE
نظر,NE
اونها,NE
اینه,NS
وجوثی ها,N
از,PREP
شما,PRO
شنوایی,N
دارن,V
نمیذاشتی,N
چنین,ADJ
اتفاقی,NS
بیفته,ADJ
البته,ADV
بعید,N
نیست,V
کار,N
جاسوسهای,NE
امریکا,N
باشد,V
کچینه,ADJE
واز,N
له,PREP
مکیاج,N
کردنن,N
بینن,ADJ
فۆلۆی,N
پهیجهکهی,NE
من,PRO
بکهن,NE
سهیری,N
ماسکهکان,NE
بکهن,ADJ
پیویستان,N
به,PREP
مکیاج,N
نابی,N
ههموو,ADJ
کیشهکانی,N
دهمووچاو,N
قژت,N
چارهسهر,N
بکه,N
وطنم ای,NE
شکوه,N
بی پایان,N
گربه,NE
نره,N
تا,PREP
اخرین,N
دلار,N
مملکت,N
بانک,NE
مرکزی,ADJ
رو,POSTP
تو,PREP
عشق,N
حال,NE
مسافرت,N
بر,PREP
فنا,NE
نده,ADJ
ول,VS
کن,ADJ
نیست,V
فالوم,ADJ
کنیید,ADJ
_,N
.,PUNC
.,PUNC
_,NE
منم,PRO
معدلم,NE
کلاس,N
اول,ADJ
۱۴,NUM
.,PUNC
۲۵,NUM
 بود,VS
کوفت,ADJ
.,PUNC
.,PUNC
کلمه,N
به,PREP
کلمه,N
هم,CONJ
راه,NE
تو,PRO
عشق,NE
میخوانم,N
نه,CONJ
آواز,ADJ
.,PUNC
نلسون,NE
ماندلا,N
خیلی,ADV
توب,NE
نقششون,N
رو,POSTP
بازی,NE
میکنن,ADJ
از,PREP
بهترین ها,N
هستن,ADJ
خودت,PRO
از,PREP
سگت,NE
سگ,NE
تری,ADJE
ماسال,N
فکر,NE
کنم,ADJ
.,PUNC
این,ADJ
از,PREP
.,PUNC
آمیزش,N
.,PUNC
گور,NE
خر,N
.,PUNC
با,PREP
.,PUNC
اسب,N
.,PUNC
باشد,N
؟,PUNC
.,PUNC
چون,CONJ
.,PUNC
خیلی,ADV
.,PUNC
شبیه,PREP
.,PUNC
کره,N
.,PUNC
اسب,N
.,PUNC
است,V
پاسخ,NE
مناسب,ADJ
!,PUNC
عرضم,N
به,PREP
حضورتون,N
که,CONJ
زارت,V
#,H1
مرگ بر آمریکا,H2
بهترین,ADJ
اجناس,N
رو,POSTP
از,PREP
ما,PRO
بخواهید,N
با,PREP
بهترین,ADJ
قیمت,N
بازار,NE
این,ADJ
یک,DET
تبلیغ,N
نیست,V
!,PUNC
واقعیته,N
کارهای,NE
متنوع,ADJ
با,PREP
دوخت,N
کیفیت,N
پارچه,NE
بالا,ADJ
هر,ADJ
هفته,NE
اجناس,NE
جدید,ADJ
برای,PREP
ما,PRO
میرسه,ADJ
رونمایی,N
هر,DET
هفته,NE
اجناس,NE
جدید,ADJ
رو,POSTP
از,PREP
پوشاک,NE
صدف,NE
بخواهید,N
با,PREP
تنوع,NE
رنگ,NE
بالا,ADJ
اجناس,NE
مغازه,NE
پوشاک,NE
صدف,N
به,PREP
مدتی,N
که,CONJ
تعیین,NE
شوده,N
بدون,PREP
یک,DET
ریال,NE
سود,ADJ
از,PREP
ما,PRO
خریداری,VS
کنید,V
(,PUNC
برای,PREP
جذب,NE
مشتری,N
),PUNC
کارهای,NE
ما,PRO
از,PREP
(,PUNC
تاپ_تیشرت_تونیک_مانتو_شلوار_شلوارک_,N
شورتک_بلوزشلوار_بلوزشلوارک_بلوز_دامن,ADJS
ساده,ADJ
پلیسه_دامن,ADJ
شلواری,NE
ساده,ADJ
پلیسه_,N
انواع,NE
ساحلی ها,N
ساده,ADJ
پلیسه,ADJ
نخ,NE
کرپ,ADJE
اعلا,ADJ
ساحلی های,NE
گلدار,N
),PUNC
بیش,ADV
از,PREP
۱۰,NUM
مدل,NE
کار,N
قیمت,N
از,PREP
۲۰,NUM
تا,PREP
۳۰,NUM
آدرس,NE
بندرعباس_میدان,NE
برق_مجتمع,ADJ
نگین,N
خلیج,NE
فارس_,N
جنب,PREP
آسانسور,N
پلاک,N
۳۵,NUM
پوشاک,NE
صدف,NE
پاساژ,NE
نگین,N
خلیج,NE
فارس,N
جنب,PREP
کوچه,N
شهاب,NE
هسته,N
شماره,NE
تماس,N
۹۰۳۳۲۴۰۲۱۴,N
بسه,NE
دیگه,ADJ
دوری,NE
دمت,NE
گرم,N
جواد,N
اقا,N
غیرت داری,N
سیاجان,N
کسه,N
مادرتون,NE
ایرانی های,N
دم,NE
بریده,ADJ
۹۱۳۱۶۲۳۳۹۵,NE
همینه,N
بچه ها,NE
لوس,ADJ
بار,NE
اومدن,N
دیگه,ADJ
چطور,ADV
ی,ADJ
ایشالا,N
همیشه,ADV
به,PREP
تولد,NE
باشین,ADJ
.,PUNC
۴۸۰,N
۶۰۲۲,N
_,N
۶۳,NUM
اونا,PRO
عکس,NE
میگیرن,ADJ
برا,PREP
اینستا,N
برادر,N
جان,NS
دلت,NS
خوشها,N
به,PREP
کوری,NE
چشم,N
امریکا,NE
جنایکار,N
سر,NS
کله,NE
اختاپوس,NE
کثیف,NE
صهیونیسم,NE
یارو,NE
ازونایی بود,N
با,PREP
یه,DET
کارخونه,NE
شامپو,N
هم,CONJ
تو,PREP
کون,NE
نمیره,NS
نظام,N
آموزشی,ADJ
بیمار,N
گوه,N
خورده,ADJ
ههولیر,N
جوانترین,ADJ
شاری,NE
کوردستان,ADJ
شاری,N
کوردان,N
بایتختی,NE
کوردستان,ADJ
خداییش,N
این,ADJ
پیتزا,N
نیست,ADJ
،,PUNC
نون,NE
سنگک,NE
شکم,N
پره,NS
من,PRO
که,CONJ
چیزی,NE
ندیدم,ADJ
به,PREP
این,ADJ
میگن,N
ایده,NE
عکاسی,NE
تر,ADJ
آخه,ADV
اصن,ADV
ما,PRO
خر,N
جون,N
مادرتون,N
بیخیال,NE
بشین,NE
مردم,N
یادشون,N
رفته,ADJ
__,NS
قبر,N
پدر,N
مادر,N
هرچی,ADV
آخونده,N
لعنت,ADJS
روحش,NE
شاد,ADJ
اقا,N
چرا,ADV
نجاح,NE
نمیاد,N
،,PUNC
بدون,PREP
اون,DET
حال,NE
نمیده,NE
رژیم,NE
آخوندی,N
حتی,ADV
ما,PRO
که,CONJ
شیعه,N
هستیم,N
سرکوب,ADJ
می کند,ADJ
چه,DET
برسد,N
به,PREP
سنی,NE
وبهایی,N
و,CONJ
تولد,NE
مدیرعامل,NE
خوبمون,ADJE
واز,N
جنس,NE
ارتش,N
سرخمون,N
مبارک,ADJ
تمام,DET
آینده,N
زندگی,NE
ما,PRO
مرز,NE
نشینان,N
رو,POSTP
تباه,VS
کرد,V
۷,NUM
۱,NUM
۱,NUM
۱,NUM
توهم,NE
زده,ADJ
عوق,ADJ
عشقم,N
رفته,ADJE
حالم,N
بده,ADJ
بم,ADJ
خیانت,ADJ
کرده,ADJ
چیکار,ADV
کنم,NE
من,PRO
سی,PREP
پنج,NS
سالمه,N
ولی,CONJ
مث,PREP
یه,DET
هجده,NS
ساله,ADJ
چرا,ADV
سرکارم,NE
میزارید,N
دلم,N
جوونه,NE
شیطونه,N
چرا,ADV
سرکارم,N
میزارید,NE
واقعی,ADJ
 بود,ADJ
؟,PUNC
من,PRO
که,CONJ
بعید ,NE
میدونم,NE
نتیجه ای,ADJ
حاصل,NE
شه,N
حتما,ADV
کبد,N
کلیه,DET
میخواستن,N
!,PUNC
بچه,N
را,POSTP
بردن,N
.,PUNC
یعنی,CONJ
رنگشون,N
در,PREP
اصل,NE
سیاهه,N
بعدن,NE
خط,NE
خطی,ADJ
سفیذ,NS
میشن,ADJ
؟,PUNC
من,PRO
فک,N
میکردم,V
سفیدن,NE
همه,DET
اش,N
درست,ADV
به,PREP
جز,PREP
مورد,NE
حامی,N
وپشتیبان,NE
همسر,N
چون,CONJ
همسر,N
